Institution,Year,Month,Use of Force,Inmate Count,Rate
LAC,2014,Oct,45,3548,12.683201803833146
PBSP,2014,Oct,6,2785,2.154398563734291
SAC,2014,Oct,43,2165,19.861431870669747
SVSP,2014,Oct,49,3485,14.06025824964132
CAC,2014,Nov,1,2231,0.44822949350067237
CCI,2014,Nov,8,4404,1.8165304268846503
COR,2014,Nov,22,4369,5.03547722590982
HDSP,2014,Nov,18,3528,5.1020408163265305
KVSP,2014,Nov,17,3832,4.4363256784968685
LAC,2014,Nov,41,3544,11.56884875846501
PBSP,2014,Nov,5,2785,1.7953321364452424
SAC,2014,Nov,41,2175,18.850574712643677
SVSP,2014,Nov,49,3489,14.044138721696761
CAC,2014,Dec,2,2141,0.9341429238673516
CCI,2014,Dec,8,4329,1.8480018480018479
COR,2014,Dec,29,4219,6.87366674567433
HDSP,2014,Dec,23,3578,6.428172163219676
KVSP,2014,Dec,18,3795,4.743083003952569
LAC,2014,Dec,33,3513,9.393680614859093
PBSP,2014,Dec,5,2696,1.8545994065281899
SAC,2014,Dec,44,2196,20.036429872495447
SVSP,2014,Dec,34,3566,9.534492428491307
CCI,2015,Jan,8,4329,1.8480018480018479
COR,2015,Jan,18,4219,4.266413842142688
HDSP,2015,Jan,20,3578,5.589714924538848
KVSP,2015,Jan,26,3795,6.851119894598155
LAC,2015,Jan,32,3513,9.109023626530032
PBSP,2015,Jan,4,2696,1.483679525222552
SAC,2015,Jan,40,2196,18.214936247723134
SVSP,2015,Jan,40,3566,11.217049915872126
CCI,2015,Feb,12,4191,2.863278453829635
COR,2015,Feb,16,4084,3.9177277179236043
HDSP,2015,Feb,12,3497,3.4315127251930226
KVSP,2015,Feb,32,3779,8.46784863720561
LAC,2015,Feb,42,3514,11.952191235059761
PBSP,2015,Feb,7,2631,2.6605853287723296
SAC,2015,Feb,32,2180,14.678899082568808
SVSP,2015,Feb,24,3592,6.6815144766147
CCI,2015,Mar,13,4112,3.1614785992217898
COR,2015,Mar,25,4089,6.113964294448521
HDSP,2015,Mar,28,3392,8.254716981132075
KVSP,2015,Mar,21,3738,5.617977528089887
LAC,2015,Mar,37,3502,10.5653912050257
PBSP,2015,Mar,6,2624,2.2865853658536586
SAC,2015,Mar,57,2238,25.469168900804288
SVSP,2015,Mar,39,3590,10.86350974930362
CCI,2015,Apr,5,4112,1.2159533073929962
COR,2015,Apr,29,4089,7.092198581560283
HDSP,2015,Apr,15,3392,4.422169811320755
KVSP,2015,Apr,27,3738,7.223113964686998
LAC,2015,Apr,31,3502,8.85208452312964
PBSP,2015,Apr,8,2624,3.048780487804878
SAC,2015,Apr,38,2238,16.979445933869528
SVSP,2015,Apr,41,3590,11.420612813370473
CCI,2015,May,11,3851,2.856400934822124
COR,2015,May,40,4322,9.254974548819991
HDSP,2015,May,24,3314,7.24200362100181
KVSP,2015,May,25,3750,6.666666666666667
LAC,2015,May,33,3507,9.409751924721984
PBSP,2015,May,11,2680,4.104477611940299
SAC,2015,May,58,2242,25.869759143621767
SVSP,2015,May,36,3677,9.790590155017677
CCI,2015,Jun,14,3931,3.561434749427627
COR,2015,Jun,20,4405,4.540295119182747
HDSP,2015,Jun,23,3300,6.96969696969697
KVSP,2015,Jun,23,3638,6.322155030236393
LAC,2015,Jun,35,3494,10.01717229536348
PBSP,2015,Jun,17,2742,6.199854121079504
SAC,2015,Jun,41,2319,17.680034497628288
SVSP,2015,Jun,29,3678,7.884719956498096
CCI,2015,Jul,17,3928,4.327902240325866
COR,2015,Jul,38,4427,8.583690987124463
HDSP,2015,Jul,21,3398,6.180105944673337
KVSP,2015,Jul,34,3628,9.371554575523705
LAC,2015,Jul,45,3503,12.84613188695404
PBSP,2015,Jul,13,2720,4.779411764705883
SAC,2015,Jul,54,2310,23.376623376623378
SVSP,2015,Jul,37,3707,9.981116806042621
CCI,2015,Aug,12,3905,3.0729833546734957
COR,2015,Aug,14,4371,3.202928391672386
HDSP,2015,Aug,28,3288,8.51581508515815
KVSP,2015,Aug,33,3676,8.977149075081611
LAC,2015,Aug,44,3497,12.582213325707748
PBSP,2015,Aug,5,2736,1.827485380116959
SAC,2015,Aug,46,2271,20.25539409951563
SVSP,2015,Aug,41,3693,11.102085025724344
CCI,2015,Sep,13,3814,3.4084950183534346
COR,2015,Sep,27,4371,6.177076183939602
HDSP,2015,Sep,22,3338,6.5907729179149195
KVSP,2015,Sep,31,3714,8.346795907377489
LAC,2015,Sep,37,3516,10.523321956769054
PBSP,2015,Sep,5,2736,1.827485380116959
SAC,2015,Sep,48,2226,21.563342318059302
SVSP,2015,Sep,34,3693,9.206607094503115
CCI,2015,Oct,19,3783,5.022468939994714
COR,2015,Oct,39,4408,8.847549909255898
HDSP,2015,Oct,17,3437,4.946173988943846
KVSP,2015,Oct,33,3792,8.70253164556962
LAC,2015,Oct,34,3570,9.523809523809526
PBSP,2015,Oct,7,2597,2.6954177897574128
SAC,2015,Oct,62,2184,28.388278388278387
SVSP,2015,Oct,41,3770,10.875331564986737
CCI,2015,Nov,7,3755,1.8641810918774966
COR,2015,Nov,34,4313,7.883143983306284
HDSP,2015,Nov,23,3489,6.592146746918888
KVSP,2015,Nov,24,3949,6.07748797163839
LAC,2015,Nov,43,3575,12.027972027972028
PBSP,2015,Nov,8,2514,3.182179793158314
SAC,2015,Nov,33,2243,14.712438698172091
SVSP,2015,Nov,40,3735,10.7095046854083
CCI,2015,Dec,9,3671,2.451648052301825
COR,2015,Dec,23,4264,5.393996247654784
HDSP,2015,Dec,22,3567,6.167647883375385
KVSP,2015,Dec,23,3909,5.883857764134049
LAC,2015,Dec,45,3545,12.693935119887165
PBSP,2015,Dec,9,2458,3.6615134255492268
SAC,2015,Dec,48,2232,21.505376344086024
SVSP,2015,Dec,37,3660,10.109289617486338
CAC,2016,Jan,0,1841,0.0
CCI,2016,Jan,17,3575,4.755244755244755
COR,2016,Jan,15,4132,3.6302032913843174
HDSP,2016,Jan,22,3557,6.184987348889514
KVSP,2016,Jan,29,3944,7.352941176470588
LAC,2016,Jan,26,3563,7.297221442604546
PBSP,2016,Jan,3,2288,1.3111888111888113
SAC,2016,Jan,52,2284,22.76707530647986
SVSP,2016,Jan,39,3671,10.623808226641243
CAC,2016,Feb,1,1887,0.5299417064122947
CCI,2016,Feb,9,3450,2.608695652173913
COR,2016,Feb,30,4129,7.265681763138775
HDSP,2016,Feb,22,3600,6.111111111111112
KVSP,2016,Feb,25,3931,6.359704909692191
LAC,2016,Feb,28,3521,7.952286282306162
PBSP,2016,Feb,21,2266,9.267431597528685
SAC,2016,Feb,48,2316,20.72538860103627
SVSP,2016,Feb,48,3650,13.15068493150685
CAC,2016,Mar,1,1866,0.5359056806002144
CCI,2016,Mar,14,3277,4.272200183094293
COR,2016,Mar,33,4093,8.062545809919374
HDSP,2016,Mar,23,3663,6.279006279006279
KVSP,2016,Mar,36,3944,9.127789046653144
LAC,2016,Mar,30,3531,8.496176720475786
PBSP,2016,Mar,7,2232,3.1362007168458783
SAC,2016,Mar,51,2376,21.464646464646464
SVSP,2016,Mar,42,3686,11.394465545306565
CAC,2016,Apr,1,1825,0.547945205479452
CCI,2016,Apr,20,3216,6.218905472636816
COR,2016,Apr,35,3880,9.02061855670103
HDSP,2016,Apr,29,3667,7.908371966184892
KVSP,2016,Apr,31,4023,7.705692269450659
LAC,2016,Apr,41,3554,11.536297129994372
PBSP,2016,Apr,13,2164,6.007393715341959
SAC,2016,Apr,41,2410,17.012448132780083
SVSP,2016,Apr,38,3604,10.543840177580467
CAC,2016,May,0,1805,0.0
CCI,2016,May,24,3127,7.675087943716021
COR,2016,May,33,3778,8.734780307040761
HDSP,2016,May,24,3685,6.512890094979647
KVSP,2016,May,34,4032,8.432539682539682
LAC,2016,May,29,3532,8.210645526613815
PBSP,2016,May,7,2172,3.2228360957642725
SAC,2016,May,46,2410,19.087136929460584
SVSP,2016,May,43,3741,11.494252873563218
CAC,2016,Jun,1,1790,0.5586592178770949
CCI,2016,Jun,15,3150,4.761904761904763
COR,2016,Jun,32,3633,8.808147536471235
HDSP,2016,Jun,14,3706,3.7776578521316786
KVSP,2016,Jun,42,3950,10.632911392405063
LAC,2016,Jun,36,3536,10.180995475113123
PBSP,2016,Jun,20,2300,8.695652173913043
SAC,2016,Jun,65,2389,27.208036835496024
SVSP,2016,Jun,42,3746,11.211959423384943
CAC,2016,Jul,2,1847,1.0828370330265296
CCI,2016,Jul,28,3326,8.418520745640409
COR,2016,Jul,26,3414,7.615700058582308
HDSP,2016,Jul,22,3753,5.861977084998668
KVSP,2016,Jul,42,3926,10.697911360163017
LAC,2016,Jul,39,3539,11.020062164453234
PBSP,2016,Jul,11,2348,4.6848381601362865
SAC,2016,Jul,42,2365,17.758985200845665
SVSP,2016,Jul,49,3792,12.921940928270041
CAC,2016,Aug,1,1900,0.5263157894736842
CCI,2016,Aug,21,3458,6.0728744939271255
COR,2016,Aug,41,3268,12.545899632802938
HDSP,2016,Aug,20,3845,5.201560468140443
KVSP,2016,Aug,42,3880,10.824742268041236
LAC,2016,Aug,27,3501,7.712082262210797
PBSP,2016,Aug,9,2342,3.842869342442357
SAC,2016,Aug,46,2340,19.65811965811966
SVSP,2016,Aug,45,3782,11.89846641988366
CAC,2016,Sep,0,1987,0.0
CCI,2016,Sep,20,3585,5.578800557880055
COR,2016,Sep,26,3251,7.997539218701938
HDSP,2016,Sep,18,3767,4.778338200159278
KVSP,2016,Sep,41,3932,10.427263479145472
LAC,2016,Sep,27,3443,7.841998257333722
PBSP,2016,Sep,9,2258,3.9858281665190436
SAC,2016,Sep,42,2316,18.134715025906733
SVSP,2016,Sep,53,3771,14.05462741978255
CAC,2016,Oct,0,2116,0.0
CCI,2016,Oct,22,3651,6.025746370857299
COR,2016,Oct,36,3340,10.778443113772456
HDSP,2016,Oct,16,3727,4.292997048564529
KVSP,2016,Oct,40,3854,10.378827192527245
LAC,2016,Oct,34,3291,10.331206320267396
PBSP,2016,Oct,12,2248,5.338078291814947
SAC,2016,Oct,33,2315,14.254859611231103
SVSP,2016,Oct,48,3776,12.711864406779663
CAC,2016,Nov,0,2170,0.0
CCI,2016,Nov,20,3683,5.430355688297583
COR,2016,Nov,24,3348,7.168458781362007
HDSP,2016,Nov,14,3735,3.748326639892905
KVSP,2016,Nov,52,3797,13.695022386094285
LAC,2016,Nov,37,3350,11.044776119402984
PBSP,2016,Nov,11,2197,5.006827492034593
SAC,2016,Nov,35,2284,15.32399299474606
SVSP,2016,Nov,45,3667,12.271611671666212
CAC,2016,Dec,2,2167,0.9229349330872173
CCI,2016,Dec,26,3722,6.985491671144546
COR,2016,Dec,32,3416,9.36768149882904
HDSP,2016,Dec,16,3719,4.302231782737295
KVSP,2016,Dec,28,3710,7.547169811320755
LAC,2016,Dec,28,3392,8.254716981132075
PBSP,2016,Dec,8,2153,3.715745471435207
SAC,2016,Dec,56,2258,24.80070859167405
SVSP,2016,Dec,18,3731,4.824443848834092
CAC,2017,Jan,2,2159,0.9263547938860583
CCI,2017,Jan,24,3729,6.436041834271922
COR,2017,Jan,51,3502,14.563106796116505
HDSP,2017,Jan,12,3700,3.243243243243243
KVSP,2017,Jan,28,3757,7.452754857599149
LAC,2017,Jan,39,3447,11.314186248912097
PBSP,2017,Jan,10,2116,4.725897920604915
SAC,2017,Jan,49,2250,21.77777777777778
SVSP,2017,Jan,51,3438,14.834205933682375
CAC,2017,Feb,0,2201,0.0
CCI,2017,Feb,26,3834,6.781429316640584
COR,2017,Feb,35,3480,10.057471264367816
HDSP,2017,Feb,22,3701,5.944339367738449
KVSP,2017,Feb,36,3753,9.592326139088728
LAC,2017,Feb,44,3428,12.835472578763126
PBSP,2017,Feb,8,2110,3.7914691943127963
SAC,2017,Feb,34,2212,15.370705244122965
SVSP,2017,Feb,33,3411,9.674582233948987
CAC,2017,Mar,2,2302,0.8688097306689835
CCI,2017,Mar,35,3895,8.985879332477536
COR,2017,Mar,42,3359,12.503721345638583
HDSP,2017,Mar,13,3655,3.556771545827633
KVSP,2017,Mar,37,3700,10.0
LAC,2017,Mar,48,3459,13.876843018213355
PBSP,2017,Mar,9,2071,4.345726702076291
SAC,2017,Mar,31,2302,13.466550825369245
SVSP,2017,Mar,34,3515,9.672830725462305
CAC,2017,Apr,2,2377,0.8413967185527976
CCI,2017,Apr,35,3893,8.990495761623427
COR,2017,Apr,32,3296,9.70873786407767
HDSP,2017,Apr,13,3700,3.5135135135135136
KVSP,2017,Apr,24,3695,6.495263870094722
LAC,2017,Apr,54,3331,16.21134794356049
PBSP,2017,Apr,9,2036,4.4204322200392925
SAC,2017,Apr,38,2319,16.386373436826215
SVSP,2017,Apr,36,3650,9.863013698630137
CAC,2017,May,1,2317,0.43159257660768235
CCI,2017,May,30,3797,7.900974453515933
COR,2017,May,40,3067,13.042060645582001
HDSP,2017,May,18,3797,4.74058467210956
KVSP,2017,May,41,3735,10.977242302543507
LAC,2017,May,48,3349,14.33263660794267
PBSP,2017,May,11,2029,5.421389847215377
SAC,2017,May,53,2338,22.66894781864842
SVSP,2017,May,33,3651,9.03861955628595
CAC,2017,Jun,0,2403,0.0
CCI,2017,Jun,38,3828,9.926854754440962
COR,2017,Jun,39,3111,12.53616200578592
HDSP,2017,Jun,29,3737,7.760235483007761
KVSP,2017,Jun,47,3688,12.74403470715835
LAC,2017,Jun,30,3411,8.795074758135446
PBSP,2017,Jun,5,2052,2.4366471734892787
SAC,2017,Jun,42,2324,18.072289156626507
SVSP,2017,Jun,42,3621,11.599005799502901
CAC,2017,Jul,4,2471,1.6187778227438285
CCI,2017,Jul,32,3814,8.390141583639224
COR,2017,Jul,41,3240,12.654320987654321
HDSP,2017,Jul,18,3594,5.0083472454090145
KVSP,2017,Jul,49,3653,13.413632630714481
LAC,2017,Jul,48,3401,14.113496030579242
PBSP,2017,Jul,3,2071,1.448575567358764
SAC,2017,Jul,54,2322,23.25581395348837
SVSP,2017,Jul,35,3565,9.817671809256662
CAC,2017,Aug,7,2464,2.840909090909091
CCI,2017,Aug,35,3857,9.074410163339383
COR,2017,Aug,49,3272,14.975550122249388
HDSP,2017,Aug,22,3566,6.16937745372967
KVSP,2017,Aug,43,3665,11.732605729877216
LAC,2017,Aug,36,3454,10.422698320787493
PBSP,2017,Aug,6,2201,2.7260336210813265
SAC,2017,Aug,53,2220,23.873873873873872
SVSP,2017,Aug,37,3584,10.323660714285714
CAC,2017,Sep,4,2507,1.5955325089748702
CCI,2017,Sep,27,3868,6.980351602895553
COR,2017,Sep,35,3196,10.95118898623279
HDSP,2017,Sep,20,3594,5.564830272676683
KVSP,2017,Sep,54,3706,14.57096600107933
LAC,2017,Sep,42,3489,12.037833190025795
PBSP,2017,Sep,10,2309,4.3308791684712
SAC,2017,Sep,39,2189,17.816354499771585
SVSP,2017,Sep,35,3592,9.743875278396438
CAC,2017,Oct,6,2459,2.4400162667751117
CCI,2017,Oct,26,3806,6.831318970047294
COR,2017,Oct,42,3143,13.3630289532294
HDSP,2017,Oct,31,3498,8.862206975414523
KVSP,2017,Oct,27,3719,7.260016133369184
LAC,2017,Oct,44,3461,12.713088702687084
PBSP,2017,Oct,19,2447,7.764609726195341
SAC,2017,Oct,33,2172,15.193370165745856
SVSP,2017,Oct,36,3542,10.163749294184075
CAC,2017,Nov,0,2507,0.0
CCI,2017,Nov,24,3843,6.24512099921936
COR,2017,Nov,29,3062,9.470934030045722
HDSP,2017,Nov,32,3457,9.256580850448366
KVSP,2017,Nov,36,3744,9.615384615384617
LAC,2017,Nov,39,3413,11.426897157925579
PBSP,2017,Nov,8,2523,3.1708283789139915
SAC,2017,Nov,50,2115,23.64066193853428
SVSP,2017,Nov,44,3601,12.218828103304638
CAC,2017,Dec,3,2471,1.2140833670578712
CCI,2017,Dec,35,3843,9.107468123861567
COR,2017,Dec,41,3066,13.372472276581865
HDSP,2017,Dec,26,3454,7.527504342790967
KVSP,2017,Dec,47,3745,12.550066755674232
LAC,2017,Dec,35,3422,10.227936879018118
PBSP,2017,Dec,10,2510,3.9840637450199203
SAC,2017,Dec,30,2087,14.374700527072353
SVSP,2017,Dec,32,3599,8.891358710752986
CAC,2018,Jan,4,2414,1.657000828500414
CCI,2018,Jan,33,3404,9.694477085781434
COR,2018,Jan,47,3094,15.190691661279896
HDSP,2018,Jan,24,3424,7.009345794392523
KVSP,2018,Jan,49,3618,13.543394140409067
LAC,2018,Jan,44,3376,13.033175355450236
PBSP,2018,Jan,11,2622,4.195270785659802
SAC,2018,Jan,36,2147,16.767582673497902
SVSP,2018,Jan,33,3578,9.2230296254891
CAC,2018,Feb,4,2310,1.7316017316017316
CCI,2018,Feb,33,3370,9.792284866468844
COR,2018,Feb,46,3133,14.682413022661985
HDSP,2018,Feb,22,3482,6.318207926479035
KVSP,2018,Feb,41,3463,11.839445567427086
LAC,2018,Feb,45,3306,13.611615245009075
PBSP,2018,Feb,14,2664,5.255255255255256
SAC,2018,Feb,40,2188,18.281535648994517
SVSP,2018,Feb,47,3527,13.325772611284377
CAC,2018,Mar,1,2274,0.43975373790677225
CCI,2018,Mar,28,3308,8.464328899637243
COR,2018,Mar,54,3172,17.023959646910466
HDSP,2018,Mar,23,3486,6.5978198508318995
KVSP,2018,Mar,51,3433,14.855811243810079
LAC,2018,Mar,41,3264,12.561274509803923
PBSP,2018,Mar,12,2691,4.459308807134894
SAC,2018,Mar,47,2196,21.402550091074684
SVSP,2018,Mar,59,3480,16.95402298850575
CAC,2018,Apr,2,2284,0.8756567425569177
CCI,2018,Apr,13,3248,4.002463054187192
COR,2018,Apr,44,3200,13.75
HDSP,2018,Apr,23,3473,6.622516556291391
KVSP,2018,Apr,40,3409,11.733646230566148
LAC,2018,Apr,41,3233,12.68171976492422
PBSP,2018,Apr,12,2685,4.4692737430167595
SAC,2018,Apr,52,2172,23.941068139963168
SVSP,2018,Apr,54,3386,15.948021264028352
CAC,2018,May,2,2262,0.8841732979664013
CCI,2018,May,31,3264,9.497549019607842
COR,2018,May,50,3181,15.71832756994656
HDSP,2018,May,29,3439,8.432683919744113
KVSP,2018,May,49,3467,14.133256417652149
LAC,2018,May,56,3229,17.342830597708268
PBSP,2018,May,13,2671,4.867090977162111
SAC,2018,May,61,2207,27.639329406434076
SVSP,2018,May,44,3302,13.325257419745608
CAC,2018,Jun,0,2239,0.0
CCI,2018,Jun,28,3344,8.373205741626794
COR,2018,Jun,46,3228,14.250309789343246
HDSP,2018,Jun,28,3427,8.170411438576014
KVSP,2018,Jun,79,3546,22.27862380146644
LAC,2018,Jun,41,3148,13.024142312579416
PBSP,2018,Jun,11,2647,4.15564790328674
SAC,2018,Jun,48,2182,21.998166819431713
SVSP,2018,Jun,38,3224,11.786600496277917
CAC,2018,Jul,3,2166,1.3850415512465375
CCI,2018,Jul,31,3355,9.239940387481372
COR,2018,Jul,62,3261,19.012572830420115
HDSP,2018,Jul,27,3468,7.7854671280276815
KVSP,2018,Jul,78,3577,21.80598266703942
LAC,2018,Jul,51,3199,15.94248202563301
PBSP,2018,Jul,9,2632,3.419452887537994
SAC,2018,Jul,22,2181,10.087116001834021
SVSP,2018,Jul,44,3202,13.741411617738912
CAC,2018,Aug,0,2259,0.0
CCI,2018,Aug,43,3427,12.547417566384594
COR,2018,Aug,50,3201,15.620118712902219
HDSP,2018,Aug,28,3405,8.223201174743025
KVSP,2018,Aug,71,3679,19.298722478934494
LAC,2018,Aug,54,3196,16.896120150187734
PBSP,2018,Aug,13,2618,4.965622612681436
SAC,2018,Aug,52,2165,24.01847575057737
SVSP,2018,Aug,48,3284,14.616321559074299
CAC,2018,Sep,8,2397,3.337505214851898
CCI,2018,Sep,33,3620,9.116022099447514
COR,2018,Sep,42,3228,13.011152416356877
HDSP,2018,Sep,33,3354,9.838998211091235
KVSP,2018,Sep,63,3683,17.105620418137388
LAC,2018,Sep,56,3198,17.51094434021263
PBSP,2018,Sep,22,2582,8.520526723470178
SAC,2018,Sep,43,2102,20.456707897240722
SVSP,2018,Sep,62,3349,18.512988951925948
CAC,2018,Oct,1,2475,0.40404040404040403
CCI,2018,Oct,61,3817,15.981137018600995
COR,2018,Oct,49,3256,15.049140049140048
HDSP,2018,Oct,33,3311,9.966777408637872
KVSP,2018,Oct,67,3710,18.059299191374663
LAC,2018,Oct,47,3207,14.65544122232616
PBSP,2018,Oct,17,2557,6.64841611263199
SAC,2018,Oct,52,2072,25.096525096525095
SVSP,2018,Oct,55,3363,16.354445435622956
CAC,2018,Nov,2,2463,0.8120178643930166
CCI,2018,Nov,40,4020,9.950248756218905
COR,2018,Nov,41,3357,12.213285671730711
HDSP,2018,Nov,28,3335,8.395802098950524
KVSP,2018,Nov,57,3733,15.269220466113046
LAC,2018,Nov,48,3185,15.070643642072213
PBSP,2018,Nov,18,2574,6.993006993006993
SAC,2018,Nov,47,2080,22.596153846153847
SVSP,2018,Nov,43,3432,12.52913752913753
CAC,2018,Dec,2,2512,0.7961783439490446
CCI,2018,Dec,47,4096,11.474609375
COR,2018,Dec,55,3264,16.85049019607843
HDSP,2018,Dec,43,3340,12.874251497005988
KVSP,2018,Dec,50,3757,13.308490817141337
LAC,2018,Dec,31,3183,9.7392397109645
PBSP,2018,Dec,12,2560,4.6875
SAC,2018,Dec,40,2091,19.12960306073649
SVSP,2018,Dec,55,3403,16.162209814869232
CAC,2019,Jan,4,2492,1.6051364365971108
CCI,2019,Jan,44,4081,10.781671159029651
COR,2019,Jan,57,3324,17.148014440433215
HDSP,2019,Jan,28,3251,8.61273454321747
KVSP,2019,Jan,53,3738,14.178705189941144
LAC,2019,Jan,51,3164,16.11883691529709
PBSP,2019,Jan,14,2583,5.420054200542006
SAC,2019,Jan,55,2132,25.797373358348967
SVSP,2019,Jan,51,3395,15.022091310751104
CAC,2019,Feb,4,2418,1.6542597187758479
CCI,2019,Feb,33,4027,8.194685870374968
COR,2019,Feb,59,3383,17.44014188590009
HDSP,2019,Feb,23,3193,7.203257124960852
KVSP,2019,Feb,59,3727,15.8304266165817
LAC,2019,Feb,33,3144,10.49618320610687
PBSP,2019,Feb,15,2564,5.850234009360374
SAC,2019,Feb,38,2076,18.304431599229286
SVSP,2019,Feb,52,3476,14.959723820483314
CAC,2019,Mar,4,2434,1.6433853738701725
CCI,2019,Mar,38,3958,9.600808489135927
COR,2019,Mar,61,3389,17.999409855414576
HDSP,2019,Mar,24,3236,7.416563658838072
KVSP,2019,Mar,58,3753,15.454303224087397
LAC,2019,Mar,46,3165,14.533965244865719
PBSP,2019,Mar,14,2561,5.4666146036704415
SAC,2019,Mar,46,2086,22.051773729626078
SVSP,2019,Mar,53,3454,15.344528083381586
CAC,2019,Apr,3,2432,1.2335526315789473
CCI,2019,Apr,40,3923,10.196278358399185
COR,2019,Apr,60,3279,18.298261665141812
HDSP,2019,Apr,38,3199,11.878712097530478
KVSP,2019,Apr,57,3710,15.36388140161725
LAC,2019,Apr,54,3230,16.71826625386997
PBSP,2019,Apr,9,2594,3.469545104086353
SAC,2019,Apr,59,2132,27.673545966228893
SVSP,2019,Apr,52,3387,15.352819604369648
CAC,2019,May,2,2466,0.8110300081103001
CCI,2019,May,57,3888,14.660493827160494
COR,2019,May,54,3228,16.728624535315983
HDSP,2019,May,29,3144,9.223918575063612
KVSP,2019,May,58,3677,15.773728583084036
LAC,2019,May,62,3231,19.189105540080472
PBSP,2019,May,14,2604,5.376344086021506
SAC,2019,May,51,2131,23.932426091037073
SVSP,2019,May,50,3242,15.42257865515114
CAC,2019,Jun,1,2458,0.4068348250610252
CCI,2019,Jun,47,3767,12.47677196708256
COR,2019,Jun,62,3223,19.23673596028545
HDSP,2019,Jun,23,3141,7.322508755173511
KVSP,2019,Jun,69,3631,19.003029468465986
LAC,2019,Jun,41,3239,12.658227848101266
PBSP,2019,Jun,7,2668,2.623688155922039
SAC,2019,Jun,63,2136,29.49438202247191
SVSP,2019,Jun,59,3203,18.420231033406182
CAC,2019,Jul,4,2367,1.6899028305872412
CCI,2019,Jul,26,3701,7.025128343690895
COR,2019,Jul,52,3205,16.224648985959437
HDSP,2019,Jul,26,3148,8.259212198221093
KVSP,2019,Jul,52,3609,14.408423385979495
LAC,2019,Jul,63,3217,19.5834628535903
PBSP,2019,Jul,15,2629,5.705591479650057
SAC,2019,Jul,69,2152,32.0631970260223
SVSP,2019,Jul,54,3191,16.922594797869007
CAC,2019,Aug,5,2330,2.1459227467811157
CCI,2019,Aug,35,3732,9.378349410503752
COR,2019,Aug,48,3237,14.828544949026877
HDSP,2019,Aug,37,3338,11.084481725584181
KVSP,2019,Aug,64,3621,17.67467550400442
LAC,2019,Aug,44,3197,13.76290272130122
PBSP,2019,Aug,17,2621,6.486074017550553
SAC,2019,Aug,62,2158,28.73030583873957
SVSP,2019,Aug,43,3101,13.866494679135764
CAC,2019,Sep,1,2382,0.41981528127623846
CCI,2019,Sep,46,3802,12.09889531825355
COR,2019,Sep,50,3270,15.290519877675841
HDSP,2019,Sep,36,3211,11.211460604173155
KVSP,2019,Sep,44,3584,12.276785714285714
LAC,2019,Sep,47,3157,14.887551472917327
PBSP,2019,Sep,10,2622,3.8138825324180012
SAC,2019,Sep,62,2156,28.7569573283859
SVSP,2019,Sep,57,3060,18.627450980392158
CAC,2019,Oct,5,2346,2.131287297527707
CCI,2019,Oct,27,3774,7.154213036565978
COR,2019,Oct,41,3273,12.526733883287504
HDSP,2019,Oct,34,3219,10.56228642435539
KVSP,2019,Oct,57,3607,15.802606043803715
LAC,2019,Oct,48,3165,15.165876777251185
PBSP,2019,Oct,10,2649,3.775009437523594
SAC,2019,Oct,72,2184,32.96703296703297
SVSP,2019,Oct,30,2982,10.060362173038229
CAC,2019,Nov,4,2252,1.7761989342806395
CCI,2019,Nov,28,3743,7.480630510285867
COR,2019,Nov,42,3197,13.137316233969347
HDSP,2019,Nov,29,3182,9.113764927718416
KVSP,2019,Nov,57,3649,15.620718004932858
LAC,2019,Nov,46,3180,14.465408805031446
PBSP,2019,Nov,14,2607,5.370157268891446
SAC,2019,Nov,59,2242,26.31578947368421
SVSP,2019,Nov,47,3011,15.609432082364663
CAC,2019,Dec,5,2192,2.2810218978102186
CCI,2019,Dec,31,3719,8.335574079053508
COR,2019,Dec,24,3186,7.532956685499058
HDSP,2019,Dec,30,3122,9.609224855861628
KVSP,2019,Dec,54,3625,14.89655172413793
LAC,2019,Dec,33,3230,10.216718266253869
PBSP,2019,Dec,2,2605,0.7677543186180422
SAC,2019,Dec,6,2306,2.6019080659150045
SVSP,2019,Dec,49,2986,16.409912926992632
CAC,2020,Jan,0,2151,0.0
CAC,2020,Jan,6,2151,2.7894002789400276
CCI,2020,Jan,0,3715,0.0
CCI,2020,Jan,41,3715,11.036339165545087
COR,2020,Jan,0,3091,0.0
COR,2020,Jan,26,3091,8.411517308314462
HDSP,2020,Jan,0,3177,0.0
HDSP,2020,Jan,27,3177,8.4985835694051
KVSP,2020,Jan,0,3587,0.0
KVSP,2020,Jan,37,3587,10.31502648452746
LAC,2020,Jan,0,3253,0.0
LAC,2020,Jan,43,3253,13.218567476175837
PBSP,2020,Jan,0,2657,0.0
PBSP,2020,Jan,24,2657,9.03274369589763
SAC,2020,Jan,0,2387,0.0
SAC,2020,Jan,57,2387,23.87934645999162
SVSP,2020,Jan,0,2968,0.0
SVSP,2020,Jan,52,2968,17.52021563342318
CAC,2020,Feb,0,2120,0.0
CAC,2020,Feb,5,2120,2.3584905660377355
CCI,2020,Feb,0,3679,0.0
CCI,2020,Feb,35,3679,9.513454743136721
COR,2020,Feb,0,2965,0.0
COR,2020,Feb,24,2965,8.094435075885327
HDSP,2020,Feb,0,3270,0.0
HDSP,2020,Feb,41,3270,12.53822629969419
KVSP,2020,Feb,0,3551,0.0
KVSP,2020,Feb,57,3551,16.051816389749366
LAC,2020,Feb,0,3244,0.0
